[2026-03-26T04:43:52.600Z] GET http://localhost:1420/node_modules/.vite/deps/useValueChanged-DvU85QxQ.js?v=ed96a2ad → 200 (86ms, 827B)
[2026-03-26T04:43:52.606Z] GET http://localhost:1420/node_modules/.vite/deps/Separator-CJrAbexy.js?v=ed96a2ad → 200 (81ms, 946B)
[2026-03-26T04:43:53.777Z] GET http://localhost:1420/node_modules/.vite/deps/core-CiOu3334.js?v=a64bb03f → 200 (49ms, ?B)
[2026-03-26T04:43:53.777Z] GET http://localhost:1420/node_modules/.vite/deps/@tauri-apps_api_event.js?v=a64bb03f → pending (?ms, ?B)
[2026-03-26T04:43:53.825Z] GET http://localhost:1420/ → 200 (1ms, 648B)
[2026-03-26T04:43:53.828Z] GET http://localhost:1420/@vite/client → 304 (16ms, ?B)
[2026-03-26T04:43:53.828Z] GET http://localhost:1420/src/main.tsx → 200 (13ms, 1668B)
[2026-03-26T04:43:53.828Z] GET http://localhost:1420/@react-refresh → 304 (8ms, ?B)
[2026-03-26T04:43:53.842Z] GET http://localhost:1420/node_modules/.vite/deps/react.js?v=a64bb03f → 200 (52ms, 755B)
[2026-03-26T04:43:53.844Z] GET http://localhost:1420/node_modules/.vite/deps/react-dom_client.js?v=a64bb03f → 200 (96ms, 820919B)
[2026-03-26T04:43:53.844Z] GET http://localhost:1420/src/App.tsx → 200 (200ms, 3512B)
[2026-03-26T04:43:53.844Z] GET http://localhost:1420/src/styles/globals.css → 304 (197ms, ?B)
[2026-03-26T04:43:53.844Z] GET http://localhost:1420/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=a64bb03f → 200 (73ms, 10510B)
[2026-03-26T04:43:53.845Z] GET http://localhost:1420/node_modules/vite/dist/client/env.mjs → 304 (176ms, ?B)
[2026-03-26T04:43:53.895Z] GET http://localhost:1420/node_modules/.vite/deps/react-3_O8oni9.js?v=a64bb03f → 200 (141ms, 39571B)
[2026-03-26T04:43:53.941Z] GET http://localhost:1420/node_modules/.vite/deps/react-dom.js?v=a64bb03f → 200 (105ms, 14567B)
[2026-03-26T04:43:54.045Z] GET http://localhost:1420/src/components/ui/tooltip.tsx → 200 (17ms, 10176B)
[2026-03-26T04:43:54.045Z] GET http://localhost:1420/src/state/context.tsx → 200 (17ms, 5099B)
[2026-03-26T04:43:54.045Z] GET http://localhost:1420/src/lib/theme.tsx → 200 (17ms, 8236B)
[2026-03-26T04:43:54.045Z] GET http://localhost:1420/src/components/layout/AppLayout.tsx → 200 (17ms, 25736B)
[2026-03-26T04:43:54.065Z] GET http://localhost:1420/src/state/reducer.ts → 304 (15ms, ?B)
[2026-03-26T04:43:54.065Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_tooltip.js?v=a64bb03f → 200 (9ms, 36775B)
[2026-03-26T04:43:54.065Z] GET http://localhost:1420/src/lib/utils.ts → 200 (36ms, 737B)
[2026-03-26T04:43:54.065Z] GET http://localhost:1420/node_modules/.vite/deps/@tauri-apps_api_core.js?v=a64bb03f → 200 (9ms, 2266B)
[2026-03-26T04:43:54.065Z] GET http://localhost:1420/src/components/ui/button.tsx → 200 (70ms, 9821B)
[2026-03-26T04:43:54.065Z] GET http://localhost:1420/src/components/layout/Titlebar.tsx → 200 (56ms, 26282B)
[2026-03-26T04:43:54.070Z] GET http://localhost:1420/src/components/sidebar/SessionSidebar.tsx → 200 (52ms, 14943B)
[2026-03-26T04:43:54.070Z] GET http://localhost:1420/src/components/terminal/XTermContainer.tsx → 200 (33ms, 13382B)
[2026-03-26T04:43:54.070Z] GET http://localhost:1420/src/components/dialogs/NewSessionDialog.tsx → 200 (52ms, 15946B)
[2026-03-26T04:43:54.070Z] GET http://localhost:1420/src/components/git/GitPanel.tsx → 200 (68ms, 25303B)
[2026-03-26T04:43:54.070Z] GET http://localhost:1420/src/hooks/useKeyboardShortcuts.ts → 200 (39ms, 5010B)
[2026-03-26T04:43:54.071Z] GET http://localhost:1420/src/lib/agents.ts → 304 (44ms, ?B)
[2026-03-26T04:43:54.075Z] GET http://localhost:1420/node_modules/.vite/deps/core-CiOu3334.js?v=a64bb03f → 200 (?ms, 10924B)
[2026-03-26T04:43:54.075Z] GET http://localhost:1420/node_modules/.vite/deps/useIsoLayoutEffect-BT4K08Vq.js?v=a64bb03f → 200 (63ms, 7319B)
[2026-03-26T04:43:54.076Z] GET http://localhost:1420/node_modules/.vite/deps/useRenderElement-8-gV9P8H.js?v=a64bb03f → 200 (64ms, 12286B)
[2026-03-26T04:43:54.076Z] GET http://localhost:1420/node_modules/.vite/deps/useBaseUiId-CL1o5k8Z.js?v=a64bb03f → 200 (66ms, 1437B)
[2026-03-26T04:43:54.076Z] GET http://localhost:1420/node_modules/.vite/deps/createBaseUIEventDetails-C3UEoZG4.js?v=a64bb03f → 200 (66ms, 1912B)
[2026-03-26T04:43:54.076Z] GET http://localhost:1420/node_modules/.vite/deps/react_jsx-runtime.js?v=a64bb03f → 200 (77ms, 10820B)
[2026-03-26T04:43:54.076Z] GET http://localhost:1420/node_modules/.vite/deps/useTransitionStatus-BuWCdhK9.js?v=a64bb03f → 200 (76ms, 9512B)
[2026-03-26T04:43:54.076Z] GET http://localhost:1420/node_modules/.vite/deps/useOnFirstRender-D9mNYNAA.js?v=a64bb03f → 200 (69ms, 98922B)
[2026-03-26T04:43:54.076Z] GET http://localhost:1420/node_modules/.vite/deps/useTimeout-baCtkF0g.js?v=a64bb03f → 200 (67ms, 1094B)
[2026-03-26T04:43:54.076Z] GET http://localhost:1420/node_modules/.vite/deps/element-reDoUpAC.js?v=a64bb03f → 200 (77ms, 4985B)
[2026-03-26T04:43:54.076Z] GET http://localhost:1420/node_modules/.vite/deps/inertValue-DiQp5qQr.js?v=a64bb03f → 200 (79ms, 5689B)
[2026-03-26T04:43:54.077Z] GET http://localhost:1420/node_modules/.vite/deps/usePopupViewport-DUGjIcJX.js?v=a64bb03f → 200 (79ms, 118470B)
[2026-03-26T04:43:54.102Z] GET http://localhost:1420/node_modules/.vite/deps/clsx.js?v=a64bb03f → 200 (121ms, 598B)
[2026-03-26T04:43:54.102Z] GET http://localhost:1420/node_modules/.vite/deps/tailwind-merge.js?v=a64bb03f → 200 (121ms, 58925B)
[2026-03-26T04:43:54.104Z] GET http://localhost:1420/node_modules/.vite/deps/@xterm_xterm.js?v=a64bb03f → 200 (88ms, 411547B)
[2026-03-26T04:43:54.104Z] GET http://localhost:1420/node_modules/.vite/deps/@xterm_addon-fit.js?v=a64bb03f → 200 (67ms, 1877B)
[2026-03-26T04:43:54.104Z] GET http://localhost:1420/node_modules/.vite/deps/@xterm_addon-webgl.js?v=a64bb03f → 200 (71ms, 151719B)
[2026-03-26T04:43:54.105Z] GET http://localhost:1420/src/hooks/usePty.ts → 200 (132ms, 6928B)
[2026-03-26T04:43:54.105Z] GET http://localhost:1420/node_modules/@xterm/xterm/css/xterm.css → 304 (119ms, ?B)
[2026-03-26T04:43:54.105Z] GET http://localhost:1420/src/styles/terminal.css → 304 (120ms, ?B)
[2026-03-26T04:43:54.124Z] GET http://localhost:1420/node_modules/.vite/deps/@tauri-apps_api_window.js?v=a64bb03f → 200 (100ms, 67945B)
[2026-03-26T04:43:54.124Z] GET http://localhost:1420/src/components/ui/badge.tsx → 200 (172ms, 6884B)
[2026-03-26T04:43:54.124Z] GET http://localhost:1420/src/components/ui/dropdown-menu.tsx → 200 (185ms, 32324B)
[2026-03-26T04:43:54.124Z] GET http://localhost:1420/node_modules/.vite/deps/lucide-react.js?v=a64bb03f → 200 (132ms, 813576B)
[2026-03-26T04:43:54.124Z] GET http://localhost:1420/src/components/ui/scroll-area.tsx → 200 (173ms, 7293B)
[2026-03-26T04:43:54.124Z] GET http://localhost:1420/src/components/ui/separator.tsx → 200 (178ms, 3525B)
[2026-03-26T04:43:54.125Z] GET http://localhost:1420/src/hooks/useSessions.ts → 200 (115ms, 3649B)
[2026-03-26T04:43:54.125Z] GET http://localhost:1420/src/components/sidebar/SessionCard.tsx → 200 (131ms, 8448B)
[2026-03-26T04:43:54.125Z] GET http://localhost:1420/src/components/ui/dialog.tsx → 200 (180ms, 16181B)
[2026-03-26T04:43:54.125Z] GET http://localhost:1420/src/components/ui/input.tsx → 200 (187ms, 4846B)
[2026-03-26T04:43:54.125Z] GET http://localhost:1420/src/components/ui/textarea.tsx → 200 (188ms, 4335B)
[2026-03-26T04:43:54.125Z] GET http://localhost:1420/src/components/ui/label.tsx → 200 (188ms, 3664B)
[2026-03-26T04:43:54.125Z] GET http://localhost:1420/src/components/ui/checkbox.tsx → 200 (189ms, 6151B)
[2026-03-26T04:43:54.125Z] GET http://localhost:1420/src/components/ui/field.tsx → 200 (188ms, 20299B)
[2026-03-26T04:43:54.137Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_button.js?v=a64bb03f → 200 (174ms, 1138B)
[2026-03-26T04:43:54.137Z] GET http://localhost:1420/node_modules/.vite/deps/class-variance-authority.js?v=a64bb03f → 200 (175ms, 2751B)
[2026-03-26T04:43:54.138Z] GET http://localhost:1420/src/components/ui/tabs.tsx → 200 (177ms, 11266B)
[2026-03-26T04:43:54.138Z] GET http://localhost:1420/src/lib/tauri-commands.ts → 200 (177ms, 4599B)
[2026-03-26T04:43:54.138Z] GET http://localhost:1420/src/components/git/GitToolbar.tsx → 200 (178ms, 15350B)
[2026-03-26T04:43:54.138Z] GET http://localhost:1420/src/components/git/DiffView.tsx → 200 (178ms, 5919B)
[2026-03-26T04:43:54.140Z] GET http://localhost:1420/node_modules/.vite/deps/merge-props-B8ZeZupK.js?v=a64bb03f → 200 (174ms, 5847B)
[2026-03-26T04:43:54.143Z] GET http://localhost:1420/node_modules/.vite/deps/useOnMount-jYvsCyyy.js?v=a64bb03f → 200 (177ms, 477B)
[2026-03-26T04:43:54.146Z] GET http://localhost:1420/node_modules/.vite/deps/visuallyHidden-C8OnwBnW.js?v=a64bb03f → 200 (171ms, 507B)
[2026-03-26T04:43:54.146Z] GET http://localhost:1420/node_modules/.vite/deps/owner-g-Lx_Dsx.js?v=a64bb03f → 200 (174ms, 212B)
[2026-03-26T04:43:54.156Z] GET http://localhost:1420/node_modules/.vite/deps/DirectionContext-DZeaHeSs.js?v=a64bb03f → 200 (165ms, 592B)
[2026-03-26T04:43:54.156Z] GET http://localhost:1420/node_modules/.vite/deps/getCssDimensions-CBB-0v9U.js?v=a64bb03f → 200 (165ms, 873B)
[2026-03-26T04:43:54.224Z] GET http://localhost:1420/node_modules/.vite/deps/@tauri-apps_api_event.js?v=a64bb03f → 200 (98ms, 5273B)
[2026-03-26T04:43:54.305Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_merge-props.js?v=a64bb03f → 200 (36ms, 1264B)
[2026-03-26T04:43:54.305Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_use-render.js?v=a64bb03f → 200 (36ms, 414B)
[2026-03-26T04:43:54.305Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_scroll-area.js?v=a64bb03f → 200 (17ms, 41269B)
[2026-03-26T04:43:54.305Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_separator.js?v=a64bb03f → 200 (20ms, 757B)
[2026-03-26T04:43:54.309Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_dialog.js?v=a64bb03f → 200 (43ms, 27388B)
[2026-03-26T04:43:54.309Z] GET http://localhost:1420/node_modules/.vite/deps/@hugeicons_react.js?v=a64bb03f → 200 (39ms, 1925B)
[2026-03-26T04:43:54.309Z] GET http://localhost:1420/node_modules/.vite/deps/@hugeicons_core-free-icons.js?v=a64bb03f → 200 (218ms, ?B)
[2026-03-26T04:43:54.311Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_menu.js?v=a64bb03f → 200 (44ms, 99889B)
[2026-03-26T04:43:54.311Z] GET http://localhost:1420/node_modules/.vite/deps/useButton-qUuPIgU7.js?v=a64bb03f → 200 (34ms, 7705B)
[2026-03-26T04:43:54.313Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_input.js?v=a64bb03f → 200 (42ms, 6553B)
[2026-03-26T04:43:54.314Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_checkbox.js?v=a64bb03f → 200 (42ms, 16405B)
[2026-03-26T04:43:54.316Z] GET http://localhost:1420/node_modules/.vite/deps/@base-ui_react_tabs.js?v=a64bb03f → 200 (40ms, 37883B)
[2026-03-26T04:43:54.325Z] GET http://localhost:1420/node_modules/.vite/deps/CSPContext-DYcQqmB7.js?v=a64bb03f → 200 (133ms, 645B)
[2026-03-26T04:43:54.326Z] GET http://localhost:1420/node_modules/.vite/deps/Separator-DBmwYMWe.js?v=a64bb03f → 200 (131ms, 946B)
[2026-03-26T04:43:54.352Z] GET http://localhost:1420/node_modules/.vite/deps/composite-7CE-aPfR.js?v=a64bb03f → 200 (103ms, 14688B)
[2026-03-26T04:43:54.353Z] GET http://localhost:1420/node_modules/.vite/deps/useOpenInteractionType-D7vaTseF.js?v=a64bb03f → 200 (105ms, 44005B)
[2026-03-26T04:43:54.355Z] GET http://localhost:1420/node_modules/.vite/deps/useControlled-CLAW1xqq.js?v=a64bb03f → 200 (98ms, 1847B)
[2026-03-26T04:43:54.355Z] GET http://localhost:1420/node_modules/.vite/deps/LabelableContext-C0L1G3fK.js?v=a64bb03f → 200 (105ms, 6784B)
[2026-03-26T04:43:54.356Z] GET http://localhost:1420/node_modules/.vite/deps/useCompositeItem-BFGtzr-j.js?v=a64bb03f → 200 (104ms, 8113B)
[2026-03-26T04:43:54.356Z] GET http://localhost:1420/node_modules/.vite/deps/useValueChanged-trns15Wr.js?v=a64bb03f → 200 (105ms, 827B)
[2026-03-26T04:44:07.554Z] GET http://localhost:1420/src/styles/globals.css?t=1774500247552 → pending (?ms, ?B)
[2026-03-26T04:44:07.554Z] GET http://localhost:1420/src/components/layout/Titlebar.tsx?t=1774500247552 → pending (?ms, ?B)
[2026-03-26T04:44:19.907Z] GET http://localhost:1420/src/styles/globals.css?t=1774500259900 → 200 (74ms, 208263B)
[2026-03-26T04:44:19.907Z] GET http://localhost:1420/src/components/layout/Titlebar.tsx?t=1774500259900 → 200 (79ms, 25967B)
[2026-03-26T04:44:20.086Z] GET http://localhost:1420/node_modules/@fontsource-variable/geist/files/geist-latin-wght-normal.woff2 → 200 (9ms, 28400B)
[2026-03-26T04:44:41.444Z] GET http://localhost:1420/src/styles/globals.css?t=1774500281444 → 200 (78ms, 208263B)
[2026-03-26T04:44:41.444Z] GET http://localhost:1420/src/components/layout/Titlebar.tsx?t=1774500281444 → 200 (84ms, 22751B)
